Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
Maruti Wagon R VXI,Chennai,2014,10,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45
Maruti Swift Dzire VDI,Kolkata,2013,11,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,6,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.36
Hyundai Grand i10 Asta,Bangalore,2016,8,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
Nissan Micra Diesel XV Premium,Mumbai,2013,11,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,7,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08
Volkswagen Vento Diesel Highline,Chennai,2013,11,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
Toyota Fortuner 4x2 AT,Kochi,2015,9,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20.25
Hyundai Santro GS zipDrive - Euro II,Chennai,2002,22,67000,Petrol,Manual,Third,0.0,999.0,null,5.0,1.2
Toyota Innova Crysta 2.8 GX AT,Pune,2018,6,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0
Mercedes-Benz A Class A180 CDI,Pune,2015,9,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,17.5
Hyundai EON D Lite,Pune,2013,11,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.1
Hyundai Elantra CRDi SX,Bangalore,2012,12,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,7.5
Mini Cooper 3 DOOR D,Kochi,2015,9,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,24.77
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,9,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,5,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.5
Toyota Corolla Altis GL MT,Delhi,2014,10,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5
Mahindra XUV500 W7,Delhi,2018,6,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,12,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5
Maruti Wagon R LX BSIII,Ahmedabad,2004,20,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4
Honda City i VTEC SV,Kochi,2017,7,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51
Maruti Swift VDI,Delhi,2014,10,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3
Honda City i-VTEC CVT VX,Mumbai,2015,9,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95
Maruti Ertiga VDI,Kochi,2015,9,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,8,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75
Maruti Swift Dzire VDi,Jaipur,2010,14,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0
Maruti Ritz VDi,Hyderabad,2011,13,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
Mahindra XUV500 W8 4WD,Chennai,2013,11,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75
Honda Brio S MT,Kochi,2015,9,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,8,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.22
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,10,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,10,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.99
Maruti Swift VXI,Delhi,2015,9,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,12,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4
Honda Mobilio S i VTEC,Kolkata,2015,9,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25
Honda Amaze S i-Vtech,Mumbai,2017,7,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
Honda City i-VTEC CVT VX,Jaipur,2017,7,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7
Land Rover Range Rover 2.2L Dynamic,Pune,2015,9,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,39.75
Honda City i-VTEC V,Mumbai,2017,7,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,16,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0
Ford Ikon 1.3 Flair,Chennai,2002,22,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8
Toyota Fortuner 4x2 Manual,Delhi,2013,11,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25
Maruti A-Star Vxi,Hyderabad,2008,16,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25
Tata Sumo EX,Kolkata,2016,8,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85
Honda City V AT,Coimbatore,2012,12,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42
Nissan Micra XV D,Chennai,2012,12,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5
Hyundai Verna SX CRDi AT,Hyderabad,2011,13,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75
Maruti 800 Std,Pune,2003,21,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5
Mahindra XUV500 W8 4WD,Coimbatore,2015,9,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52
Maruti SX4 VDI,Delhi,2014,10,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5
Hyundai i20 Sportz AT 1.4,Bangalore,2013,11,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,5,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,9,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41
Toyota Fortuner 4x2 AT,Hyderabad,2013,11,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25
Volvo S60 D4 KINETIC,Ahmedabad,2015,9,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,13,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0
Honda Accord 2.4 Elegance M/T,Chennai,2010,14,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99
Honda Amaze S i-Dtech,Pune,2015,9,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65
Maruti Dzire ZDI,Ahmedabad,2013,11,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65
Maruti Swift LXI,Kolkata,2013,11,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15
Toyota Corolla Altis G HV AT,Delhi,2013,11,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,12,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0
Maruti Swift VDI,Chennai,2012,12,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,7,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5
Maruti Swift VXI BSIV,Mumbai,2016,8,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31
Honda Jazz 1.2 SV i VTEC,Kochi,2016,8,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2
Toyota Etios GD,Chennai,2011,13,79000,Diesel,Manual,First,23.59,1364.0,null,5.0,4.67
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,13,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,13,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75
Toyota Etios G SP,Bangalore,2013,11,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7
Hyundai Verna 1.6 SX VTVT,Chennai,2016,8,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,15,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,8,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,6,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34
Maruti Baleno Alpha 1.2,Delhi,2016,8,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9
Honda Jazz V,Mumbai,2016,8,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,11,114000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75
Honda Amaze VX i-DTEC,Ahmedabad,2014,10,81000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1
Audi Q3 30 TDI Premium FWD,Mumbai,2017,7,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,27.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,10,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,11,60001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.5
Maruti Swift Dzire VDI,Jaipur,2014,10,75074,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
Tata Indica Vista Quadrajet LS,Kolkata,2012,12,80000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,18,147350,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4.95
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,11,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,9,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0
Honda Amaze S i-Dtech,Delhi,2015,9,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45
Mercedes-Benz GLE 350d,Coimbatore,2018,6,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65
Maruti Ritz VDi,Kochi,2015,9,57034,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,8,40810,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9
Hyundai Santro Xing GL,Bangalore,2008,16,35268,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88
BMW 5 Series 520d Sedan,Mumbai,2008,16,81000,Diesel,Automatic,Second,18.48,,,,10.5
Maruti Baleno Delta CVT,Coimbatore,2018,6,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,12,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0
Mahindra XUV500 W8 2WD,Chennai,2011,13,126000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7
Maruti Alto LXi,Jaipur,2009,15,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
Mini Cooper 3 DOOR D,Kochi,2016,8,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8
Mahindra XUV500 W8 4WD,Kochi,2014,10,63288,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77
Hyundai Santro Xing GLS,Coimbatore,2012,12,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32
Maruti Swift VDI,Kochi,2015,9,46561,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94
Mercedes-Benz A Class A180 CDI,Delhi,2013,11,34000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0
Renault KWID RXT,Hyderabad,2016,8,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4
Maruti Swift VDI,Kochi,2013,11,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17
Maruti Zen LXI,Hyderabad,2005,19,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25
Hyundai Grand i10 Magna AT,Mumbai,2016,8,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,12,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59
Mahindra XUV500 W10 AWD,Pune,2015,9,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,14,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,9,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29.0
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,16,83000,Diesel,Manual,Second,17.8,1399.0,null,5.0,2.4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,14,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99
Honda City i VTEC CVT VX,Delhi,2015,9,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9
Toyota Innova 2.5 GX 7 STR,Pune,2010,14,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6.25
Chevrolet Beat LT,Pune,2011,13,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8
Maruti Wagon R LXI CNG,Delhi,2013,11,62000,CNG,Manual,First,34.32,998.0,58.16,5.0,2.8
Honda Jazz 1.2 S i VTEC,Mumbai,2015,9,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9
Nissan Micra XL Primo,Jaipur,2010,14,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25
Maruti Ciaz AT ZXi,Coimbatore,2017,7,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89
Toyota Fortuner 4x2 AT,Mumbai,2012,12,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0
Ford Aspire Ambiente Diesel,Kolkata,2018,6,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65
Maruti Ertiga ZDI,Jaipur,2014,10,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
Maruti Alto 800 LXI,Hyderabad,2016,8,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95
Honda Brio V MT,Chennai,2013,11,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,14,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5
Honda City 1.5 GXI,Jaipur,2007,17,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,7,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69
Toyota Etios Liva GD,Delhi,2013,11,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,10,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,7,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
Honda Jazz 1.2 SV i VTEC,Chennai,2017,7,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75
Volkswagen Vento Diesel Comfortline,Chennai,2014,10,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25
Mahindra XUV500 W6 2WD,Mumbai,2015,9,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75
Mahindra TUV 300 2015-2019 T8,Kochi,2017,7,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,14,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5
Maruti Ertiga VDI,Pune,2012,12,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.5
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,12,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5
Toyota Fortuner 4x2 AT,Delhi,2014,10,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8
Maruti Ertiga ZDI,Hyderabad,2016,8,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75
Hyundai Elantra CRDi SX AT,Pune,2013,11,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5
Hyundai i10 Magna 1.2,Kolkata,2011,13,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21
Maruti Omni MPI STD BSIV,Jaipur,2012,12,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6
Honda Amaze VX AT i-Vtech,Delhi,2016,8,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,17,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,5,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,14,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,9,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,11,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,15,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,8,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7
Volkswagen Vento Diesel Breeze,Bangalore,2013,11,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95
Chevrolet Beat Diesel LT,Kochi,2012,12,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4
Mahindra Quanto C6,Mumbai,2013,11,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,13,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0
Toyota Etios Liva 1.4 GD,Delhi,2013,11,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,14,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95
Hyundai i10 Magna 1.2,Jaipur,2013,11,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,6,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7
Maruti Ritz ZXi,Coimbatore,2016,8,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14
Hyundai i20 Sportz AT 1.4,Bangalore,2012,12,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4
Maruti Swift Dzire LDI,Pune,2017,7,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25
BMW 7 Series 2007-2012 750Li,Kochi,2010,14,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25.93
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,8,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0
Toyota Fortuner 4x4 AT,Coimbatore,2017,7,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25.12
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,7,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,13,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4
Volkswagen Vento Diesel Highline,Pune,2012,12,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33
Maruti Swift Dzire VXi AT,Coimbatore,2017,7,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,10,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,14,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5
Hyundai Grand i10 Sportz,Chennai,2015,9,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,10,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5
Renault KWID RXT,Jaipur,2016,8,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,9,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8
Volkswagen Vento Petrol Highline,Pune,2011,13,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33
Chevrolet Cruze LTZ AT,Kochi,2015,9,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62
Nissan Terrano XL 110 PS,Mumbai,2015,9,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75
Hyundai Verna 1.6 SX,Hyderabad,2012,12,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2
Maruti Celerio VXI AMT,Chennai,2015,9,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5
Maruti Wagon R LXI,Pune,2010,14,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,12,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0
Audi A4 1.8 TFSI,Mumbai,2011,13,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5
BMW X1 sDrive20d,Mumbai,2013,11,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,9,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11
Hyundai i10 Magna,Ahmedabad,2014,10,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,17,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6.2
Honda City i DTEC SV,Mumbai,2014,10,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15
Maruti Alto K10 2010-2014 VXI,Pune,2012,12,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4
Maruti Swift Ldi BSIII,Pune,2009,15,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2.15
Hyundai Grand i10 Magna,Kolkata,2016,8,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
Ford Figo Petrol ZXI,Mumbai,2011,13,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.15
Hyundai Grand i10 SportZ Edition,Bangalore,2015,9,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75
Maruti SX4 Vxi BSIV,Mumbai,2010,14,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45
Honda City i-VTEC VX,Mumbai,2017,7,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,8,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8.9
Honda Amaze S i-Dtech,Ahmedabad,2014,10,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,9,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.0
BMW 3 Series 320d Highline,Mumbai,2009,15,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8.5
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,7,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,12,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.25
Mitsubishi Outlander 2.4,Bangalore,2010,14,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,9.25
Maruti Vitara Brezza LDi,Kochi,2017,7,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,14,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,28.0
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,6,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,8,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.6
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,6,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7.53
Renault Duster 110PS Diesel RxL,Mumbai,2014,10,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5.75
Honda Brio S Option AT,Chennai,2012,12,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,7,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.84
Audi A6 2.0 TDI Design Edition,Kolkata,2012,12,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,9,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.0
Hyundai i10 Sportz Option,Pune,2013,11,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55
Hyundai i20 1.2 Asta Option,Hyderabad,2018,6,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.9
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,18,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,2.5
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,14,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,12,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,7.5
Hyundai Getz GVS,Mumbai,2005,19,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,1.8
Ford Figo Diesel EXI,Chennai,2010,14,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25
